state,crop_type,farm_size_ha,avg_rainfall_mm,avg_temperature_c,soil_ph,soil_type,fertilizer_kg_per_ha,pesticide_used,irrigation_used,seed_variety,yield_tonnes_per_ha
Bauchi,Cassava,1.44,778.3,28.9,7.01,Sandy,130.1,Yes,No,Improved,10.3
Plateau,Yam,2.23,1400.4,27.1,5.87,Clay,121.8,Yes,No,Local,7.81
Oyo,Yam,1.41,2382.8,29.6,6.31,Clay,100.5,Yes,No,Local,7.68
Ogun,Maize,1.35,1725.8,27.2,4.92,Clay,182.4,No,No,Local,1.89
Benue,Sorghum,2.05,1138.8,27.6,6.12,Sandy,53.8,No,No,Local,1.58
FCT,Rice,0.32,1207.8,28.7,6.72,Loamy,147.1,No,No,Local,3.01
Taraba,Maize,6.75,1377.9,26.8,6.97,Loamy,148.7,Yes,No,Local,2.43
Benue,Maize,2.03,1208.5,31,4.67,Loamy,127.4,No,No,Local,2.46
Akwa Ibom,Cassava,0.73,2075.8,24.9,6.14,Loamy,68.1,No,No,Improved,11.23
Sokoto,Sorghum,3.57,368.4,32.3,6.98,Sandy,156.7,No,No,Local,1.02
Ondo,Maize,0.89,2042.5,28,5.46,Clay,101.5,No,No,Local,2.14
FCT,Maize,0.67,1076.6,26.7,5.56,Clay,162.1,No,No,Improved,2.36
Plateau,Sorghum,1.28,1400.9,31.5,5.91,Clay,8.4,No,No,Improved,1.14
Oyo,Sorghum,5.37,2256.9,29.5,4.97,Sandy,44.3,No,No,Improved,1.41
Ondo,Cassava,0.66,1689,28.9,7.34,Loamy,90.2,No,No,Local,8.61
Anambra,Rice,2.31,2251.3,25.7,6.1,Clay,131.1,Yes,No,Local,3.81
Enugu,Maize,1.69,2290,26.1,6.39,Clay,102.1,No,No,Improved,2.51
Benue,Sorghum,4.73,1039.1,30.1,5.07,Sandy,28.4,Yes,No,Improved,1.39
Cross River,Cassava,1.27,2198.1,23.8,5.84,Clay,113.9,No,No,Improved,11.1
Katsina,Maize,2.25,382.7,31.1,6.31,Sandy,131.2,No,No,Improved,2.85
Rivers,Rice,0.77,1561.6,25.4,6.17,Clay,138.1,No,No,Improved,3.47
Oyo,Sorghum,0.32,2045,24.2,5.47,Clay,85.3,No,No,Local,1.24
Edo,Sorghum,1.22,1539.9,28.4,6.53,Clay,40.1,No,No,Local,1.04
FCT,Cassava,1.41,1141.7,27.4,6.41,Loamy,136.8,Yes,No,Local,9.86
Borno,Rice,0.66,311.3,34.8,5.34,Sandy,128.4,Yes,No,Local,2.04
Kebbi,Maize,7.41,648,35,6.03,Sandy,100.3,No,No,Improved,2.69
Kaduna,Yam,1.43,615.7,34.9,6.59,Loamy,87.2,No,No,Local,7.46
Delta,Cassava,1.13,1900.1,23.1,6.19,Clay,68.9,No,No,Improved,9.63
FCT,Rice,1.41,1409.9,28.1,6.86,Clay,101.6,Yes,No,Local,3.12
Benue,Cassava,5.41,1433.4,26.8,5.46,Sandy,101.3,No,Yes,Improved,12.39
Bauchi,Rice,1.37,614.4,30.5,4.37,Sandy,219.6,Yes,Yes,Local,2.25
Imo,Maize,1.03,2381.7,23.7,6.01,Clay,135.8,No,No,Improved,2.83
Zamfara,Yam,1.52,978.8,27,6.39,Sandy,58.9,Yes,No,Local,8.47
Sokoto,Maize,2,681.5,29.4,6.98,Sandy,169.4,Yes,Yes,Local,2.47
Ogun,Rice,2.62,2081.2,23.9,5.26,Clay,46.1,No,No,Improved,3.38
Abia,Cassava,0.36,1737.7,22.1,7.71,Clay,48.1,No,No,Improved,11.89
Oyo,Maize,1.82,1995.3,23.2,5.54,Clay,135.8,No,Yes,Improved,2.99
Imo,Rice,0.58,1587.7,27.8,5.47,Clay,140.2,No,No,Improved,3.74
Ondo,Yam,0.7,2010.9,24.8,5.79,Loamy,128.1,No,No,Improved,7.21
Lagos,Maize,1.53,2424.7,25.8,5.71,Clay,39.9,No,No,Local,1.55
Niger,Yam,0.61,1146.5,31.6,5.44,Loamy,58.2,Yes,No,Local,8.09
Delta,Sorghum,2.92,2410.1,23.4,5.82,Clay,91,Yes,No,Improved,1.19
Cross River,Rice,1.93,1869.5,24.2,5.36,Loamy,68.6,No,No,Local,2.57
Delta,Sorghum,1.91,2335.9,23.5,6.63,Clay,149.6,No,No,Local,0.84
Adamawa,Cassava,1.74,1453.7,24.8,7.21,Clay,85.5,Yes,No,Improved,11.21
Niger,Cassava,0.84,1294.8,30.9,5.32,Loamy,115.4,No,No,Improved,10.36
Enugu,Rice,0.8,2298.4,29.3,5.99,Loamy,103,No,Yes,Local,2.74
Kebbi,Sorghum,3.32,756.2,30.8,6.04,Sandy,56,Yes,No,Local,1.56
Benue,Rice,1.86,1219,27.8,5.93,Clay,152.5,No,No,Local,3.01
Niger,Cassava,1.29,1319.4,26,5.89,Loamy,146.6,No,No,Improved,9.6
Katsina,Rice,3.76,544.7,37.9,5.74,Clay,109.2,No,No,Improved,3.36
Bayelsa,Maize,2.45,1569.6,25.9,4.76,Clay,152.7,Yes,No,Local,2.07
Bayelsa,Maize,5.6,1705.1,28.4,6.89,Clay,121.2,Yes,Yes,Local,2.66
Bauchi,Cassava,0.83,779.7,27,5.49,Clay,119.3,No,No,Local,8.4
Benue,Maize,2.04,1109.2,31,5.46,Clay,117.1,No,Yes,Improved,3.13
Oyo,Maize,1.06,1884.3,28.9,6.2,Loamy,176.8,No,No,Improved,2.33
Niger,Maize,0.9,1097.9,30.4,5.52,Loamy,134.4,No,Yes,Local,2.09
Cross River,Cassava,0.59,2459.2,29.1,5.2,Clay,86.2,No,No,Improved,10.53
Adamawa,Rice,2.02,1403.5,30.9,6.29,Loamy,26,Yes,No,Local,2.3
Anambra,Maize,10.07,2396.6,23.3,5.49,Sandy,160.1,Yes,Yes,Local,2.57
Nasarawa,Rice,0.25,1222.4,28.7,5.43,Clay,131.6,No,No,Local,2.93
Kebbi,Cassava,1.32,976,31.6,6.39,Clay,85.2,No,No,Improved,13.41
Osun,Yam,2.17,2050.8,26.9,5.52,Clay,115.9,No,No,Improved,10.83
Niger,Maize,1.83,1237,30.7,6.14,Loamy,116.9,No,Yes,Local,2.12
FCT,Sorghum,2.34,1474.8,30.1,6.15,Sandy,34.9,Yes,No,Local,1.38
Abia,Yam,1.07,1813.9,25.9,7.06,Loamy,111.7,No,No,Local,8.08
Taraba,Maize,0.48,1216,26.3,5.87,Loamy,76.7,Yes,No,Local,1
Anambra,Cassava,0.98,1725.1,25.8,6.56,Loamy,73.6,No,No,Local,8.67
Gombe,Sorghum,2.24,743.7,30,6.05,Sandy,49.5,No,No,Local,1.3
Bayelsa,Rice,9.8,2419.2,25,6.18,Sandy,123.4,No,No,Local,0.84
Lagos,Rice,0.78,1805,23.4,8.12,Loamy,114,Yes,Yes,Local,3.02
Enugu,Yam,5.9,2331.4,25,5.17,Loamy,140.9,Yes,No,Local,6.82
Ekiti,Yam,0.9,1609.6,25.7,5.66,Clay,114.3,No,No,Improved,10.5
Bauchi,Cassava,3.19,659.6,31.3,5.47,Sandy,75.5,Yes,No,Local,9.53
Kogi,Sorghum,1.32,1495.9,25.9,5.87,Sandy,89.4,No,No,Local,1.45
Nasarawa,Yam,8.59,1229.6,29.1,5.07,Sandy,112.5,No,Yes,Local,8.03
Rivers,Yam,0.57,2496.1,22.9,6.9,Clay,63.1,No,No,Local,5.98
Enugu,Rice,1.39,1630.6,25.2,7.08,Clay,160.8,No,No,Improved,2.6
Bauchi,Cassava,4.54,772.5,28.7,5.39,Loamy,102.5,No,No,Improved,11.7
Akwa Ibom,Sorghum,1.26,1734.4,26.4,5.03,Loamy,0.2,No,Yes,Improved,1.45
Cross River,Maize,2.01,1529.6,29.9,5.33,Loamy,33.7,Yes,No,Local,1.7
Bauchi,Maize,0.44,870.3,28.3,5.83,Loamy,136.2,No,No,Local,2.11
Jigawa,Maize,3.62,564.2,35.6,5.57,Sandy,141.5,No,No,Local,1.77
Niger,Yam,1.88,1039.5,27.9,6.36,Loamy,79.3,No,No,Improved,9.66
Sokoto,Sorghum,2.19,653.4,30.4,5.26,Sandy,47.2,No,No,Local,1.18
Taraba,Sorghum,0.39,1461.5,31.9,5.65,Clay,103.4,Yes,Yes,Improved,2.1
Sokoto,Sorghum,4.69,486.8,31.2,5.88,Sandy,30.1,No,No,Improved,1.59
Benue,Maize,1.32,1311.4,30.8,6.22,Loamy,123,No,No,Local,2.16
Abia,Cassava,1.48,2189.8,23.4,4.95,Clay,104.7,Yes,No,Improved,11.99
Delta,Cassava,0.2,1963.7,28.8,6.01,Loamy,139.7,No,Yes,Improved,10.83
Imo,Yam,3.04,1954.8,22.7,6.32,Loamy,49.7,No,No,Local,6.32
Abia,Cassava,2.66,2160.1,23.1,6.13,Clay,107.8,No,No,Improved,8.58
Kaduna,Rice,0.97,942.6,32.6,4.29,Clay,140.4,Yes,No,Local,2.96
Rivers,Sorghum,3.2,2477.5,25.6,5.68,Clay,121.8,No,No,Local,0.97
Gombe,Sorghum,2.91,960.5,31.1,7.32,Sandy,61.8,Yes,No,Local,1.51
Anambra,Maize,1.02,1836.6,28.4,7.39,Clay,93.4,No,No,Local,1.67
Delta,Sorghum,7.81,1549.5,23,6.59,Loamy,75.5,Yes,Yes,Local,1.27
Plateau,Yam,0.2,1055.4,25.6,5.16,Clay,58.2,No,No,Improved,8.37
Niger,Rice,1.74,1251.9,31.4,5.46,Clay,100.6,No,No,Improved,3.39
Ondo,Maize,0.35,1946.6,22,5.34,Clay,105.7,No,No,Improved,2.58
Plateau,Yam,1,1434,26.6,5.93,Clay,122.3,Yes,No,Improved,11.08
Ebonyi,Maize,0.85,1979.2,28.7,5.56,Loamy,94,No,No,Improved,2.39
Taraba,Rice,2.06,1289.5,28.1,5.92,Clay,138.6,Yes,No,Local,3.45
Kogi,Sorghum,1.09,1137.3,29.3,6.3,Clay,27.7,No,No,Improved,1.76
Yobe,Sorghum,1.71,596.1,31.3,6.2,Loamy,0,Yes,No,Local,1.26
Kaduna,Cassava,1.15,720.6,27.2,5.89,Clay,179.7,No,No,Local,6.4
FCT,Rice,1.39,1315.1,24.2,5.93,Loamy,102.5,No,No,Local,2.6
Zamfara,Rice,0.86,854.1,29.9,7.25,Sandy,116.7,No,No,Improved,3.32
Ogun,Maize,3.87,2096.8,26.8,5.31,Clay,60.1,No,No,Improved,2.72
Adamawa,Rice,1.4,1134.4,29.5,5.09,Clay,111.3,No,No,Local,2.88
Kano,Sorghum,0.32,828.9,33.9,6.41,Sandy,0,No,No,Improved,1.27
Kogi,Sorghum,2.43,1334,31.4,6.02,Loamy,59.4,No,No,Local,1.59
Kogi,Cassava,1.44,1378.9,29,5.99,Sandy,97,Yes,No,Improved,12.86
Plateau,Maize,0.83,1297.6,31.9,6.53,Clay,101.9,No,No,Local,1.74
Rivers,Yam,0.6,1727.8,23.9,4.59,Sandy,148,Yes,No,Local,5.82
Kwara,Maize,1.53,1185.2,26.5,5.48,Loamy,107.1,Yes,No,Improved,2.84
Benue,Cassava,2.55,1405.9,31.3,4.88,Sandy,116.7,Yes,No,Improved,10.33
Gombe,Maize,0.51,602.8,33.7,5.05,Loamy,78.4,Yes,No,Local,2.19
FCT,Sorghum,1.09,1383.4,25.3,6.31,Loamy,69,No,No,Local,1.35
Akwa Ibom,Sorghum,4.62,1697,24.3,6.43,Loamy,72.3,No,No,Improved,1.48
Kwara,Sorghum,1.37,1217.4,26.6,5.64,Clay,29,Yes,No,Improved,1.9
Anambra,Maize,3.14,2384.5,28.1,5.76,Clay,127.5,Yes,No,Local,2.34
Ondo,Yam,2.42,1725.5,25.4,7.21,Loamy,84.6,No,No,Improved,9.73
Edo,Maize,8.17,1802.1,23.2,5.89,Sandy,175.4,Yes,No,Local,2.27
Cross River,Rice,0.22,2484.3,23.8,6.06,Loamy,134.4,Yes,No,Local,3.11
Sokoto,Rice,2.03,613.6,32.2,5.77,Loamy,102.9,Yes,No,Improved,3.41
Bayelsa,Sorghum,1.78,2327.9,28.9,6.41,Loamy,0,No,No,Local,1
Lagos,Yam,0.81,1671.8,26.9,5.61,Loamy,117.1,No,No,Local,7.94
Oyo,Cassava,0.36,1931.7,26.4,6.16,Loamy,23.9,No,No,Local,8.56
Kwara,Rice,0.64,1437.3,28,5.71,Loamy,89.6,No,No,Local,3.35
Niger,Yam,3.13,1448,27.9,5.88,Sandy,24.5,No,No,Local,6.91
FCT,Rice,1.5,1227.6,26.4,5.21,Sandy,77,No,No,Local,3.24
Rivers,Cassava,1.7,2216.4,27,6.29,Loamy,133.8,Yes,Yes,Local,9.66
Oyo,Cassava,1.23,1503.2,27.4,5.32,Clay,78.2,No,No,Improved,10.21
Kebbi,Sorghum,1.55,952.1,34.8,6.87,Sandy,76.6,Yes,No,Local,1.27
Ondo,Maize,0.77,1552.1,29.4,5.32,Clay,62.6,No,No,Local,1.62
Ogun,Maize,0.59,1792.8,23,5.34,Clay,84.9,No,No,Local,1.91
Jigawa,Cassava,1.21,620.1,37.2,5.87,Sandy,90.4,Yes,Yes,Local,10.83
Akwa Ibom,Cassava,1.38,1805.9,24.1,5.77,Loamy,69.6,Yes,No,Local,9.67
Yobe,Yam,1.12,600.7,36.8,5.62,Clay,116.5,No,No,Local,6.48
Gombe,Maize,0.75,731.2,33.8,7.11,Loamy,120.1,No,No,Local,2.04
Cross River,Sorghum,0.22,1677.8,27.9,5.56,Sandy,57.9,Yes,Yes,Improved,1.72
Benue,Sorghum,1.37,1166.1,27.6,6.51,Sandy,42.7,No,No,Local,1.63
Sokoto,Sorghum,22.12,590.4,31.4,5.96,Sandy,16.9,Yes,No,Local,1.42
Lagos,Cassava,5.32,1896.1,22.3,6.4,Sandy,127.5,No,No,Local,7.83
Cross River,Sorghum,0.4,2421.2,25.5,5.84,Clay,20,Yes,No,Improved,1.55
Gombe,Yam,3.31,710.9,29.1,6.84,Sandy,124.1,Yes,No,Improved,9.9
Adamawa,Yam,3.26,1376.6,29.3,5.78,Clay,36.5,No,No,Improved,8.73
Abia,Maize,3.03,2400.2,29.1,5.51,Sandy,152.9,Yes,Yes,Improved,2.81
Sokoto,Sorghum,5.64,572.7,30.6,7.2,Clay,91.4,No,No,Local,1.06
Ekiti,Maize,1.36,1690.8,25.6,5.31,Sandy,59.7,No,No,Local,2.07
Kogi,Sorghum,0.98,1020.4,29.5,6.09,Loamy,42.4,No,No,Local,1.17
Bayelsa,Cassava,7.34,2274.7,24.6,6.65,Clay,109.2,No,Yes,Local,9.38
Anambra,Sorghum,0.72,1506.1,29.5,5.46,Loamy,99.5,No,No,Local,1.16
Kogi,Sorghum,1.27,1045.9,30.6,6.34,Loamy,58.9,No,No,Improved,1.3
Bauchi,Yam,6.46,740.8,30.8,6.02,Sandy,180.9,Yes,No,Local,7.2
Taraba,Maize,3.33,1031.8,29.5,6.56,Loamy,132.6,No,No,Local,2.19
Kogi,Sorghum,1.45,1031.5,31.6,6.35,Loamy,37.4,No,No,Improved,0.65
Cross River,Cassava,1.69,2383.8,29.3,5.65,Sandy,166.9,Yes,No,Local,7.21
Kogi,Cassava,0.85,1482.2,26.5,5.95,Loamy,93,Yes,No,Improved,14.08
Adamawa,Rice,2.1,1393,28.7,5.53,Loamy,171.1,Yes,No,Local,2.65
Ogun,Rice,1.93,1943.7,24,5.42,Clay,134.8,Yes,No,Improved,4.45
Adamawa,Yam,1.85,1259.4,26.8,6,Sandy,146.2,Yes,Yes,Improved,12.39
Taraba,Rice,2.59,1275.3,26.3,4.85,Sandy,148.3,Yes,Yes,Local,2.81
Kaduna,Yam,3.69,721.1,29,6.07,Clay,191.5,Yes,No,Improved,9.53
Rivers,Maize,1.48,1694.1,29,6.34,Clay,66.8,Yes,Yes,Improved,2.76
Edo,Sorghum,7.26,2198.2,25.1,5.39,Clay,18.8,No,No,Local,1.18
Ogun,Sorghum,0.62,2084.6,22.1,5.9,Loamy,79.4,No,No,Local,1.23
Taraba,Yam,0.67,1274,28.5,5.26,Loamy,125.4,Yes,No,Local,7.62
Rivers,Cassava,0.61,1940.5,28.7,5.51,Loamy,61.1,No,No,Local,8.03
Ogun,Sorghum,0.96,1559,24.4,5.46,Clay,0,Yes,No,Local,0.95
Kebbi,Rice,0.37,756.6,33.2,6.01,Loamy,85.2,No,No,Improved,3.89
Kebbi,Cassava,1.29,715.5,27.8,6.59,Loamy,33.6,No,Yes,Local,8.94
Ebonyi,Sorghum,0.67,1757.1,29.1,5.19,Loamy,0,Yes,No,Local,1.1
Ebonyi,Rice,2.02,2254.4,25,6.69,Sandy,69.8,No,Yes,Local,2.87
Jigawa,Yam,6.44,518.3,29.1,5.06,Sandy,199.6,No,No,Local,5.91
Imo,Maize,0.37,2258.6,26.3,5.76,Clay,144.8,No,No,Improved,2.26
Ondo,Maize,0.91,1698.3,28.6,5.26,Sandy,126.3,Yes,Yes,Improved,2.71
Anambra,Sorghum,1.26,1822.5,29.3,6.22,Clay,31.4,No,No,Improved,1.68
Sokoto,Yam,1.83,452.3,35.2,6.07,Clay,118.8,Yes,No,Improved,10.46
Bauchi,Maize,14.61,753,32.8,6.33,Loamy,127.6,No,No,Local,2.34
Kwara,Sorghum,0.25,1465.9,27.8,7.34,Loamy,120.8,No,No,Improved,0.93
Niger,Cassava,2.78,1018.8,29.7,4.7,Clay,160,No,No,Improved,8.45
Imo,Yam,0.91,2314.7,28.5,6.42,Loamy,93.1,Yes,No,Improved,10.26
FCT,Sorghum,1.99,1198.1,27.3,5.93,Clay,52.6,No,No,Improved,1.71
Imo,Rice,1.84,1574.7,27.4,6.27,Loamy,144,Yes,No,Local,2.8
Adamawa,Sorghum,7.62,1087,26.9,5.37,Loamy,45.9,No,No,Local,1.63
Ondo,Rice,2.56,1596.4,29,6.8,Loamy,110.8,Yes,No,Improved,4.01
Edo,Yam,0.38,1719.5,22.8,7.8,Loamy,90.3,Yes,Yes,Improved,10.92
Taraba,Rice,0.32,1126.2,28.8,6.14,Loamy,88.3,Yes,No,Improved,3.98
Ogun,Sorghum,0.3,1789.4,23,6.46,Clay,105.4,Yes,No,Local,1.21
Benue,Sorghum,2.12,1479.9,27.9,5.91,Loamy,73,Yes,No,Improved,1.73
FCT,Maize,0.87,1388.6,24.9,6.4,Sandy,197.1,Yes,Yes,Improved,3.59
Oyo,Sorghum,14.65,2123.5,24.3,6.78,Clay,72.7,Yes,No,Improved,1.41
Enugu,Yam,2.42,1792.9,25.7,7.24,Clay,63.5,Yes,No,Improved,9.45
Katsina,Yam,1.79,399.1,31.1,5.83,Sandy,69,Yes,No,Improved,10.16
Enugu,Maize,0.6,2316.1,22.3,5.61,Clay,195.7,No,No,Local,1.85
FCT,Rice,0.45,1320.5,28.4,5.73,Loamy,115.8,Yes,No,Local,3.6
Sokoto,Sorghum,0.72,414.6,34.2,6.14,Clay,53,No,No,Local,1.38
Imo,Maize,2.88,2165.9,26,7.01,Loamy,158.5,Yes,Yes,Local,2.62
Ondo,Maize,1.46,2187.8,29.7,6.55,Sandy,165.5,No,No,Improved,2.05
Ogun,Rice,4.91,1656.4,22.5,5.8,Loamy,128.4,No,No,Improved,3.63
Oyo,Maize,4.23,1558.7,23.3,6.9,Loamy,165.3,No,Yes,Improved,3.07
Enugu,Maize,6.93,1616.8,29.4,6.58,Clay,199.9,No,No,Improved,2.45
Imo,Rice,1.69,1953.3,22,5.89,Loamy,178.7,Yes,No,Local,3.07
Anambra,Cassava,1.98,1527.7,22.3,6.37,Clay,92.3,No,No,Local,8.3
Akwa Ibom,Yam,3.34,1986.7,23.8,5.93,Clay,123.7,Yes,No,Improved,9.67
Ekiti,Cassava,2.59,1568.7,28.8,6.17,Clay,16.4,Yes,No,Local,9.52
Yobe,Sorghum,2.79,326.5,29.2,4.41,Clay,0,No,No,Local,0.92
Oyo,Yam,1.4,2335.2,25.4,7.12,Sandy,176.3,No,Yes,Local,6.98
Oyo,Rice,1.5,2262.7,25.1,6.91,Clay,94.2,Yes,No,Local,2.65
Benue,Cassava,1.29,1002.7,28.3,6.4,Loamy,70.7,Yes,No,Local,10.59
Rivers,Maize,1.79,1945,23.5,7.13,Clay,64.7,No,No,Local,1.96
Anambra,Yam,0.34,2221,24.9,6.29,Clay,128.2,Yes,Yes,Improved,10.14
Cross River,Cassava,1.31,2070.5,29.1,4.8,Loamy,114.5,No,No,Local,7.66
Bauchi,Yam,1.14,882.7,29.2,6.27,Sandy,74.6,No,No,Local,8.28
Katsina,Cassava,3.28,549.1,34.1,5.96,Loamy,68.7,Yes,No,Improved,10.33
Akwa Ibom,Yam,0.92,2005.9,26,6.45,Loamy,57.9,Yes,No,Local,7.17
Benue,Sorghum,2.66,1191,28.8,6.25,Loamy,88.8,Yes,No,Local,1.13
Yobe,Maize,9.46,503.9,29.1,5.37,Sandy,62,No,No,Improved,2.14
Jigawa,Maize,1.82,468.3,34.7,5.52,Loamy,68.4,Yes,No,Local,2.3
Ondo,Yam,0.9,2116.3,25,5.5,Loamy,169.7,No,No,Improved,11.05
Edo,Cassava,2.21,2384.9,23.1,5.51,Clay,148.1,Yes,No,Local,7.53
Sokoto,Cassava,3.01,537.5,28.3,4.98,Sandy,109.6,No,Yes,Improved,11.74
Adamawa,Maize,0.23,1419.3,28.5,5.26,Clay,114.5,No,No,Improved,3.19
Katsina,Sorghum,4.75,621.8,34.4,4.56,Sandy,34.3,No,Yes,Improved,2.13
Yobe,Sorghum,0.84,362.7,36.5,6.2,Loamy,62.9,No,No,Local,1.44
Bauchi,Cassava,0.51,946.1,27,5.78,Clay,158.4,No,No,Local,7.11
Adamawa,Rice,1.06,1373.1,27,4.64,Loamy,150.4,No,No,Improved,3.93
Rivers,Sorghum,1.22,2454.7,27.8,6.37,Loamy,41.8,No,No,Local,1.04
Imo,Rice,0.34,1848.2,27.1,5.96,Loamy,166.4,No,No,Improved,3.25
Niger,Sorghum,0.82,1142.1,25.6,5.99,Loamy,96.2,No,No,Improved,1.53
Kebbi,Yam,1.33,710.3,27.2,5.54,Loamy,100.4,Yes,Yes,Improved,11.5
Adamawa,Maize,1.45,1278.4,30.5,6.8,Loamy,100.6,Yes,No,Improved,2.57
Katsina,Cassava,0.89,307.2,35.6,6.71,Sandy,98.8,No,No,Improved,8.27
Ogun,Rice,0.53,2169.5,28.3,6.04,Clay,127.2,No,Yes,Local,3.5
Osun,Yam,6.56,2099.1,25.1,6.52,Loamy,139,No,No,Improved,9.73
Borno,Maize,0.69,576,32.7,6.05,Clay,98.1,No,No,Improved,2.23
Jigawa,Sorghum,0.78,504.2,35.1,7.1,Sandy,50.5,No,No,Local,1.1
Anambra,Yam,4.48,1901.5,26.9,6.4,Sandy,103.1,No,No,Local,7.69
Ebonyi,Yam,0.95,2234.9,29.8,6.07,Sandy,111.2,No,No,Improved,10.52
Kwara,Yam,0.29,1006.1,27.5,4.87,Clay,115.2,Yes,No,Improved,9.44
Bayelsa,Yam,1.21,1546.6,26.7,6.25,Loamy,125.7,No,Yes,Local,11.21
Delta,Cassava,0.7,1804,29.8,6.8,Clay,133,No,No,Local,8.24
Kaduna,Cassava,2.62,997,32.3,7.13,Sandy,174.8,No,No,Improved,8.78
Kano,Yam,2.87,807.2,28.3,5.37,Loamy,53.2,Yes,No,Local,6.24
Enugu,Maize,8.36,1881,28.8,5.99,Clay,109.9,Yes,Yes,Improved,3.31
Edo,Rice,1.01,2001.7,26.9,6.59,Sandy,100,No,No,Improved,4.05
Nasarawa,Yam,1.31,1479.9,30.6,6.95,Clay,175.6,Yes,Yes,Improved,6.81
Ekiti,Cassava,1.18,2193,25.5,6.87,Loamy,53.8,Yes,Yes,Local,10.19
Imo,Sorghum,1.73,1605.6,28.9,6.43,Clay,109.6,Yes,No,Local,1.39
Niger,Rice,2.01,1425.8,26,5.77,Loamy,109.1,No,Yes,Improved,4.07
Kogi,Cassava,0.49,1350,29.4,6.05,Loamy,116.9,Yes,Yes,Improved,14.78
Ekiti,Maize,0.22,2318.3,23.6,5.97,Clay,98.2,Yes,No,Local,1.96
Ondo,Sorghum,0.75,2025.1,26.2,5.46,Clay,100.4,No,No,Improved,1.37
Cross River,Cassava,5.5,2215.6,28.4,6.88,Loamy,202,Yes,No,Local,6.14
Kwara,Rice,1.32,1445.9,24.3,6.29,Clay,32.9,No,No,Local,2.8
Kogi,Rice,4.01,1237.7,27.6,6.15,Loamy,146.8,Yes,No,Local,2.99
Bayelsa,Cassava,0.53,2123,29.8,5.18,Clay,80.6,No,No,Local,9.31
Rivers,Cassava,0.63,2130.3,27,4.02,Loamy,90.2,No,No,Local,7.27
Niger,Rice,0.31,1194.7,24.3,5.99,Loamy,128.5,No,No,Improved,4.23
Kano,Maize,0.53,838.7,33.1,7.04,Sandy,101.7,Yes,Yes,Local,2.06
Anambra,Rice,1.07,2191.9,22.1,5.9,Clay,143.8,Yes,No,Improved,3.88
Akwa Ibom,Maize,1.31,2091.1,29.3,5.84,Loamy,79.7,No,No,Local,2.05
Bayelsa,Rice,0.85,2477.1,26.1,6.44,Clay,10,No,No,Local,2.86
Osun,Sorghum,0.56,2005,25.6,5.9,Loamy,116.8,No,No,Improved,1.32
Ebonyi,Maize,0.45,2055.7,23.3,5.68,Clay,123.1,No,No,Local,2.11
Abia,Sorghum,1.52,1667.9,24.3,5.58,Clay,28.5,No,No,Local,1.24
Ebonyi,Yam,1.23,1989.9,22.3,5.72,Loamy,142.9,No,No,Local,4.73
Enugu,Yam,0.66,1900.7,23.3,5.92,Clay,93.1,No,No,Improved,11.7
Enugu,Maize,2.51,1721.7,25.3,7.24,Clay,59.3,No,No,Local,1.47
Kebbi,Cassava,0.49,686,27,6.31,Sandy,114.9,No,No,Local,8.01
Ekiti,Rice,0.6,2181,26.5,7.13,Clay,110,Yes,No,Improved,4.28
Rivers,Sorghum,1.01,1897.8,28.4,5.2,Sandy,70,No,No,Improved,1.66
Anambra,Cassava,7.75,1654.4,23,5.85,Sandy,20.9,Yes,No,Improved,8.45
Ondo,Yam,0.44,2245.4,28.5,5.3,Sandy,158.9,No,No,Improved,8.27
Yobe,Sorghum,2.79,412.1,33.9,5.74,Clay,54.2,Yes,No,Local,1.58
Yobe,Yam,1.14,396.6,35.2,5.73,Sandy,155.3,No,No,Local,6.15
Cross River,Rice,0.52,2048.6,26.8,5.82,Clay,153.3,No,No,Improved,4.24
Rivers,Sorghum,0.31,2216.9,25.8,5.23,Clay,34.2,Yes,No,Improved,1.43
Cross River,Rice,2.11,2037.8,23.4,5.76,Loamy,47.4,Yes,No,Improved,3.6
Rivers,Maize,1.05,2286,27.6,6.54,Sandy,134,Yes,No,Improved,0.85
Cross River,Maize,12.32,1757.7,29.3,5.3,Loamy,162.4,Yes,No,Improved,1.76
FCT,Rice,2.14,1264.3,31.1,5.2,Clay,110.6,No,Yes,Improved,3.93
Delta,Cassava,1.14,2467.6,25.1,6.44,Clay,0,No,No,Local,8.33
Ekiti,Sorghum,11.2,2399.7,22,7.15,Clay,79.1,No,Yes,Improved,1.54
Katsina,Sorghum,3.97,379,28.9,4.99,Sandy,55.8,Yes,No,Local,1.21
FCT,Cassava,1.21,1214.7,25,4.81,Loamy,121.8,No,No,Local,8.35
Plateau,Cassava,3.48,1405.1,29.8,5.03,Sandy,86.3,Yes,No,Local,8.19
Imo,Cassava,0.7,2493.5,22.9,6.33,Sandy,120.4,Yes,No,Improved,13.5
Katsina,Maize,1.21,431.2,32.8,5.41,Sandy,103.3,Yes,No,Local,0.72
Enugu,Cassava,1.79,2071.9,22.5,5.47,Clay,33.9,Yes,Yes,Improved,13.82
Sokoto,Rice,0.24,622.6,37,5.42,Sandy,87.6,Yes,Yes,Improved,4.74
Ebonyi,Yam,2.82,1817.1,25.7,6.67,Sandy,91.8,Yes,No,Local,7.54
Benue,Cassava,1.95,1355.7,25.2,7.02,Loamy,147.8,No,No,Local,7.88
